naics_code	naics_desc	employee_count	dem_workers_raw	rep_workers_raw	other_workers_raw	party_known_workers_raw	dem_workers_imp	rep_workers_imp	other_workers_imp	avg_match_quality	democrat_pct_raw	republican_pct_raw	nonpartisan_pct_raw	democrat_pct_two_party_raw	republican_pct_two_party_raw	two_party_margin_raw	overall_margin_raw	democrat_pct_imp	republican_pct_imp	nonpartisan_pct_imp	democrat_pct_two_party_imp	republican_pct_two_party_imp	two_party_margin_imp	overall_margin_imp	political_diversity_raw	political_diversity_imp	effective_parties_raw	effective_parties_imp	latest_processed_at
449210	"Electronics and Appliance Retailers"	58078	23081.0	15612.0	19385.0	58078.0	30140.0	20108.0	7830.0	0.7280258106268646	0.397413822790041	0.26881090946657943	0.33377526774337957	0.5965161657147288	0.40348383428527124	-0.19303233142945753	-0.12860291332346155	0.5189572643686078	0.34622404352766967	0.13481869210372258	0.5998248686514887	0.4001751313485114	-0.19964973730297722	-0.17273322084093806	0.6583970190499916	0.5926361897018428	2.927374922838698	2.454808146231943	2025-07-09T19:55:16.142735
517112	"Wireless Telecommunications Carriers (except Satellite)"	150856	61143.0	45833.0	43880.0	150856.0	76346.0	58503.0	16007.0	0.7342065369034355	0.405307047780665	0.30381953651164023	0.29087341570769476	0.5715581064911756	0.4284418935088244	-0.1431162129823512	-0.10148751126902476	0.5060852733732831	0.38780691520390304	0.10610781142281381	0.5661591854592916	0.4338408145407085	-0.132318370918583	-0.11827835816938007	0.6588125422877125	0.5822246249497827	2.930940095820486	2.3936307875489264	2025-07-09T19:54:38.535126
622310	"Specialty (except Psychiatric and Substance Abuse) Hospitals"	38882	16128.0	11247.0	11507.0	38882.0	20989.0	14357.0	3536.0	0.746926056567638	0.41479347770176433	0.2892598117380793	0.29594671056015637	0.5891506849315068	0.41084931506849315	-0.1783013698630137	-0.125533665963685	0.5398127668329818	0.36924540918677023	0.09094182398024793	0.5938154246590844	0.4061845753409155	-0.18763084931816895	-0.17056735764621161	0.6566906766779499	0.563989589209761	2.912825059114181	2.2935232169974302	2025-07-09T19:54:38.604771
525990	"Other Financial Vehicles"	18026	6603.0	6009.0	5414.0	18026.0	8784.0	7506.0	1736.0	0.7474134354728145	0.3663042272273383	0.33335182514146233	0.30034394763119937	0.5235490009514748	0.4764509990485252	-0.04709800190294957	-0.03295240208587596	0.4872961278153778	0.4163985354487962	0.09630533673582603	0.5392265193370166	0.4607734806629834	-0.07845303867403315	-0.07089759236658161	0.6644912869115458	0.5798800256084358	2.9805485252371313	2.3802724482411075	2025-07-09T19:51:57.253250
333517	"Machine Tool Manufacturing"	5867	1573.0	2589.0	1705.0	5867.0	1999.0	3263.0	605.0	0.6868438913665019	0.2681097664905403	0.4412817453553775	0.29060848815408213	0.37794329649207115	0.6220567035079289	0.24411340701585776	0.17317197886483723	0.340719277313789	0.5561615817283109	0.10311914095790012	0.3798935765868491	0.6201064234131509	0.24021284682630178	0.2154423044145219	0.6489342809412983	0.5639611118443375	2.8484695192719465	2.29337342875484	2025-07-09T18:19:18.510339
522130	"Credit Unions"	71118	26798.0	24032.0	20288.0	71118.0	34271.0	30392.0	6455.0	0.7149636439638831	0.3768103714952614	0.33791726426502433	0.2852723642397143	0.5272083415305922	0.47279165846940785	-0.05441668306118434	-0.03889310723023707	0.4818892544784724	0.4273461008464805	0.09076464467504711	0.5299939687301858	0.4700060312698143	-0.05998793746037146	-0.0545431536319919	0.6624455446463285	0.5769198357865042	2.962484968394962	2.363618256268279	2025-07-09T18:56:14.836219
813410	"Civic and Social Organizations"	105154	52448.0	23468.0	29238.0	105154.0	65170.0	29966.0	10018.0	0.7467179823033016	0.49877322783726724	0.2231774350000951	0.27804933716263763	0.6908688550503188	0.30913114494968125	-0.38173771010063756	-0.27559579283717217	0.6197576887232059	0.2849725164996101	0.09526979477718393	0.6850193407332661	0.31498065926673396	-0.3700386814665321	-0.3347851722235959	0.6241056658029898	0.5256147383114625	2.660322087951156	2.1079912905400513	2025-07-09T19:52:03.701463
236118	"Residential Remodelers"	32387	9656.0	12973.0	9758.0	32387.0	12880.0	16181.0	3326.0	0.7104710962905821	0.2981443171642943	0.40056195387038007	0.3012937289653256	0.4267090901056167	0.5732909098943834	0.14658181978876664	0.10241763670608578	0.3976904313459104	0.49961404267144227	0.10269552598264736	0.4432056708303224	0.5567943291696775	0.11358865833935515	0.10192361132553185	0.6598821761403492	0.5816817581245495	2.9401575861330005	2.3905244856563974	2025-07-09T19:55:10.541364
238910	"Site Preparation Contractors"	27859	7600.0	12108.0	8151.0	27859.0	9904.0	15109.0	2846.0	0.6926993787106164	0.27280232599877957	0.43461717936752936	0.29258049463369107	0.38563020093363104	0.614369799066369	0.22873959813273798	0.1618148533687498	0.35550450482788326	0.5423382030941527	0.10215729207796403	0.39595410386598967	0.6040458961340103	0.20809179226802063	0.18683369826626942	0.651083452488173	0.5690497081869847	2.8660148311426927	2.3204532378734046	2025-07-09T19:50:47.323155
524210	"Insurance Agencies and Brokerages"	134325	44436.0	53404.0	36485.0	134325.0	57933.0	65442.0	10950.0	0.7205514740526682	0.33080960357342265	0.39757305043737207	0.2716173459892053	0.45417007358953393	0.545829926410466	0.09165985282093213	0.06676344686394937	0.4312897822445561	0.4871915131211614	0.08151870463428253	0.4695683890577508	0.5304316109422492	0.060863221884498483	0.05590173087660525	0.6587246931072981	0.5699882540689052	2.930185629616629	2.325517871226337	2025-07-09T19:54:38.141761
611710	"Educational Support Services"	72177	36018.0	16857.0	19302.0	72177.0	44590.0	21117.0	6470.0	0.7508386779127826	0.49902323454840186	0.23355085415021407	0.2674259113013841	0.6811914893617022	0.31880851063829785	-0.36238297872340425	-0.26547238039818777	0.6177868295994569	0.2925724261191238	0.08964074428141929	0.6786187164229077	0.3213812835770922	-0.3572374328458155	-0.3252144034803331	0.6249131918711803	0.5247053456128947	2.666049507282486	2.10395802008231	2025-07-09T19:42:52.656424
551112	"Offices of Other Holding Companies"	6822	2702.0	2202.0	1918.0	6822.0	3404.0	2722.0	696.0	0.7173779638464052	0.3960715332746995	0.3227792436235708	0.2811492231017297	0.550978792822186	0.449021207177814	-0.10195758564437195	-0.0732922896511287	0.4989739079448842	0.39900322486074463	0.10202286719437115	0.5556643813254979	0.4443356186745021	-0.11132876265099576	-0.09997068308413955	0.6598960147645179	0.581412800310376	2.9402772193557727	2.388988484935719	2025-07-09T19:13:16.229672
481111	"Scheduled Passenger Air Transportation"	72885	27711.0	24988.0	20186.0	72885.0	34781.0	30971.0	7133.0	0.74003876214588	0.3802016875900391	0.3428414625780339	0.27695684983192703	0.5258354048463918	0.4741645951536082	-0.051670809692783544	-0.03736022501200521	0.47720381422789326	0.4249296837483707	0.09786650202373602	0.5289725027375594	0.4710274972624407	-0.057945005475118626	-0.052274130479522535	0.6612013116222164	0.5821334313374981	2.951605287458881	2.3931084106603167	2025-07-09T17:18:17.522985
311520	"Ice Cream and Frozen Dessert Manufacturing"	6535	2614.0	1892.0	2029.0	6535.0	3428.0	2350.0	757.0	0.7288132337551915	0.4	0.28951798010711555	0.3104820198928845	0.58011540168664	0.41988459831335995	-0.16023080337328008	-0.11048201989288446	0.5245600612088753	0.35960214231063503	0.11583779648048967	0.5932848736587054	0.4067151263412946	-0.18656974731741086	-0.16495791889824024	0.6597802545179303	0.5821046463366875	2.939276785899254	2.392943571240742	2025-07-09T19:02:40.995404
541380	"Testing Laboratories and Services"	38218	14346.0	11656.0	12216.0	38218.0	19115.0	15373.0	3730.0	0.7277190068666083	0.37537286095557065	0.3049871788162646	0.31963996022816477	0.5517267902469041	0.4482732097530959	-0.10345358049380816	-0.07038568213930609	0.5001569940865561	0.4022450154377518	0.09759799047569208	0.5542507538854095	0.4457492461145906	-0.10850150777081884	-0.09791197864880423	0.6639083318410629	0.5785165610768902	2.9753787277080073	2.3725724611030983	2025-07-09T19:50:49.186153
458320	"Luggage and Leather Goods Retailers"	9281	4059.0	2229.0	2993.0	9281.0	5283.0	2837.0	1161.0	0.753170969791183	0.4373451136730956	0.24016808533563194	0.32248680099127247	0.6455152671755725	0.3544847328244275	-0.29103053435114506	-0.19717702833746364	0.5692274539381532	0.30567826742807885	0.1250942786337679	0.6506157635467981	0.349384236453202	-0.3012315270935961	-0.26354918651007436	0.6470508055188992	0.5668923239583528	2.8332689679889507	2.3088946590358765	2025-07-09T19:55:13.359119
335991	"Carbon and Graphite Product Manufacturing"	1875	634.0	728.0	513.0	1875.0	781.0	912.0	182.0	0.7045655558049719	0.33813333333333334	0.38826666666666665	0.2736	0.4654919236417034	0.5345080763582967	0.06901615271659324	0.050133333333333335	0.4165333333333333	0.4864	0.09706666666666666	0.46131128174837566	0.5386887182516243	0.07737743650324867	0.06986666666666666	0.6600578844444445	0.5804930844444445	2.9416772863395724	2.3837509297688073	2025-07-09T17:09:33.234382
456191	"Food (Health) Supplement Retailers"	17203	5591.0	6533.0	5079.0	17203.0	7272.0	8131.0	1800.0	0.7208484777088535	0.32500145323490087	0.3797593443004127	0.2952392024646864	0.4611514351699109	0.538848564830089	0.07769712966017817	0.05475789106551183	0.4227169679707028	0.4726501191652619	0.10463291286403534	0.47211582159319615	0.5278841784068039	0.05576835681360774	0.049933151194559086	0.6629907091397391	0.5869641833883067	2.9672772446343165	2.4210975411367976	2025-07-09T19:55:16.160176
