naics_code	naics_desc	employee_count	dem_workers_raw	rep_workers_raw	other_workers_raw	party_known_workers_raw	dem_workers_imp	rep_workers_imp	other_workers_imp	avg_match_quality	democrat_pct_raw	republican_pct_raw	nonpartisan_pct_raw	democrat_pct_two_party_raw	republican_pct_two_party_raw	two_party_margin_raw	overall_margin_raw	democrat_pct_imp	republican_pct_imp	nonpartisan_pct_imp	democrat_pct_two_party_imp	republican_pct_two_party_imp	two_party_margin_imp	overall_margin_imp	political_diversity_raw	political_diversity_imp	effective_parties_raw	effective_parties_imp	latest_processed_at
445110	"Supermarkets and Other Grocery Retailers (except Convenience Retailers)"	150352	59606.0	41553.0	49193.0	150352.0	78130.0	53848.0	18374.0	0.7227668511624247	0.39644301372778545	0.2763714483345749	0.32718553793763966	0.5892308148558211	0.410769185144179	-0.17846162971164206	-0.1200715653932106	0.5196472278386719	0.3581462168777269	0.12220655528360115	0.5919926048280774	0.4080073951719226	-0.1839852096561548	-0.161501010960945	0.6594013831763377	0.5867636037814717	2.936007225530598	2.4199223716760385	2025-07-09T19:08:19.041041
531210	"Offices of Real Estate Agents and Brokers"	196305	67952.0	78555.0	49798.0	196305.0	87419.0	95670.0	13216.0	0.7319802505378179	0.34615521764601004	0.40016810575380146	0.2536766766001885	0.4638140157125598	0.5361859842874402	0.07237196857488037	0.054012888107791444	0.44532233004762994	0.4873538626117521	0.06732380734061792	0.4774672427070987	0.5225327572929013	0.04506551458580253	0.042031532564122155	0.6556901961829411	0.5596417399235185	2.904361098388378	2.2708782613191354	2025-07-09T19:54:42.714078
813910	"Business Associations"	45181	19464.0	15459.0	10258.0	45181.0	23459.0	18632.0	3090.0	0.7221559057210633	0.4308005577565791	0.3421571014364445	0.22704234080697638	0.5573404346705609	0.44265956532943906	-0.1146808693411219	-0.08864345632013457	0.5192226821008831	0.41238573736747747	0.0683915805316394	0.557340048941579	0.44265995105842104	-0.11468009788315792	-0.10683694473340563	0.6457911728541197	0.5556684017202316	2.8231933350101177	2.2505714287966554	2025-07-09T19:52:34.293155
322291	"Sanitary Paper Product Manufacturing"	5978	1707.0	2741.0	1530.0	5978.0	2074.0	3301.0	603.0	0.6815173830570909	0.2855470056875209	0.45851455336232855	0.25593844095015056	0.38376798561151076	0.6162320143884892	0.23246402877697842	0.17296754767480763	0.3469387755102041	0.5521913683506189	0.10086985613917698	0.3858604651162791	0.614139534883721	0.22827906976744186	0.20525259284041486	0.6427228263418416	0.564543450889013	2.7989473544055645	2.2964403728490606	2025-07-09T17:35:59.862985
236115	"New Single-Family Housing Construction (except For-Sale Builders)"	19409	5724.0	8555.0	5130.0	19409.0	7373.0	10493.0	1543.0	0.6988775181680539	0.2949147302797671	0.4407748982430831	0.26431037147714975	0.40086840815183133	0.5991315918481687	0.19826318369633728	0.145860167963316	0.3798753155752486	0.5406254830233397	0.07949920140141171	0.412683309078697	0.587316690921303	0.17463338184260607	0.1607501674480911	0.6488828184724231	0.5570987086989236	2.848052025393293	2.2578394320377315	2025-07-09T19:54:02.292546
813319	"Other Social Advocacy Organizations"	44340	24711.0	8853.0	10776.0	44340.0	29533.0	11259.0	3548.0	0.7480105202901394	0.5573071718538566	0.1996617050067659	0.24303112313937753	0.736235252055774	0.26376474794422594	-0.47247050411154806	-0.35764546684709064	0.6660577356788453	0.25392422192151554	0.08001804239963915	0.7239899980388311	0.27601000196116887	-0.4479799960776623	-0.4121335137573297	0.5904797929396599	0.485486695154452	2.441881945651235	1.9435843360750222	2025-07-09T19:51:38.091923
621991	"Blood and Organ Banks"	15566	6984.0	4529.0	4053.0	15566.0	8568.0	5733.0	1265.0	0.7285060663593639	0.44867017859437236	0.2909546447385327	0.260375176667095	0.6066186050551551	0.393381394944845	-0.21323721011031008	-0.15771553385583964	0.5504304252858795	0.36830271103687523	0.08126686367724528	0.5991189427312775	0.4008810572687225	-0.19823788546255505	-0.18212771424900423	0.6462452329207473	0.5547751568305579	2.826817029934093	2.246056156438295	2025-07-09T19:23:19.231715
721120	"Casino Hotels"	59809	22296.0	16668.0	20845.0	59809.0	29420.0	22533.0	7856.0	0.7198712268962647	0.3727867043421559	0.2786871541072414	0.34852614155060274	0.5722205112411457	0.42777948875885435	-0.14444102248229135	-0.09409955023491448	0.49189921249310303	0.3767493186644151	0.1313514688424819	0.5662810617288703	0.4337189382711297	-0.13256212345774065	-0.115149893828688	0.66189307185717	0.5988419072674867	2.9576442147839086	2.4927828158430945	2025-07-09T19:55:10.682021
311919	"Other Snack Food Manufacturing"	23865	8670.0	8360.0	6835.0	23865.0	10716.0	10676.0	2473.0	0.7200864008688979	0.3632935260842238	0.3503037921642573	0.28640268175151895	0.5091015854374633	0.4908984145625367	-0.0182031708749266	-0.012989733919966478	0.4490257699560025	0.447349675256652	0.10362455478734549	0.5009349289454001	0.49906507105459985	-0.0018698578908002991	-0.0016760946993505132	0.6632785709861704	0.5875160776083115	2.9698139584663283	2.424336915246881	2025-07-09T18:59:19.728664
531311	"Residential Property Managers"	25859	9523.0	8994.0	7342.0	25859.0	12420.0	11133.0	2306.0	0.7376580773882423	0.36826636760895626	0.3478092733671062	0.28392435902393753	0.5142841713020467	0.4857158286979532	-0.028568342604093536	-0.02045709424185003	0.48029699524343555	0.4305270892145868	0.08917591554197765	0.5273213603362629	0.4726786396637371	-0.05464272067252579	-0.04976990602884876	0.662795550200797	0.5760088778997925	2.965559916529795	2.3585399501918265	2025-07-09T19:51:56.332288
311999	"All Other Miscellaneous Food Manufacturing"	27104	9360.0	9803.0	7941.0	27104.0	12108.0	12349.0	2647.0	0.7136747148836037	0.34533648170011805	0.36168093270366	0.292982585596222	0.4884412670249961	0.5115587329750039	0.023117465950007826	0.016344451003541913	0.4467237308146399	0.45561540731995276	0.09766086186540732	0.49507298523939974	0.5049270147606002	0.009854029521200474	0.008891676505312869	0.6640908218629471	0.5833148649994285	2.976995167402047	2.3998936271115805	2025-07-09T19:54:48.271464
316990	"Other Leather and Allied Product Manufacturing"	9638	4267.0	2466.0	2905.0	9638.0	5471.0	3143.0	1024.0	0.7598572486687687	0.4427267067856402	0.25586221207719445	0.30141108113716536	0.6337442447645923	0.3662557552354077	-0.26748848952918464	-0.18686449470844574	0.5676488898111641	0.3261050010375597	0.1062461091512762	0.6351288599953564	0.3648711400046436	-0.2702577199907128	-0.24154388877360447	0.6476789516974317	0.5601420304846612	2.838320346791243	2.2734611381529777	2025-07-09T19:55:02.365114
334112	"Computer Storage Device Manufacturing"	18764	6550.0	5403.0	6811.0	18764.0	9891.0	7301.0	1572.0	0.7116348469809733	0.34907269238968236	0.28794500106587084	0.3629823065444468	0.5479795867146323	0.4520204132853677	-0.09595917342926462	-0.06112769132381155	0.5271264122788318	0.38909614154764444	0.08377744617352377	0.5753257328990228	0.4246742671009772	-0.15065146579804561	-0.13803027073118737	0.6634797769246671	0.5637232776234248	2.9715896146192127	2.2921232069238	2025-07-09T19:52:38.764491
323111	"Commercial Printing (except Screen and Books)"	37575	12402.0	15278.0	9895.0	37575.0	15501.0	18937.0	3137.0	0.6956874534697899	0.33005988023952093	0.40660013306719894	0.2633399866932801	0.4480491329479769	0.5519508670520231	0.10390173410404624	0.07654025282767797	0.41253493013972053	0.5039787092481703	0.08348636061210911	0.450113246994599	0.549886753005401	0.09977350601080202	0.09144377910844977	0.6563888586543922	0.568850419630909	2.9102665183786613	2.319380664000502	2025-07-09T19:39:35.701610
524298	"All Other Insurance Related Activities"	21355	7481.0	8184.0	5690.0	21355.0	9587.0	10179.0	1589.0	0.7242439384664616	0.3503160852259424	0.38323577616483256	0.266448138609225	0.47756144270667095	0.5224385572933291	0.044877114586658155	0.03291969093889019	0.4489346757199719	0.47665652072114256	0.0744088035588855	0.48502479004350907	0.5149752099564909	0.029950419912981887	0.027721845001170687	0.6594143697309878	0.5657195481431538	2.9361191756978946	2.3026594812737153	2025-07-09T19:55:02.970794
